transaction_id,transaction_date,city,product_category,units_sold,revenue,customer_satisfaction
TXN-50435,2026-02-03,Singapore,Books,2,40.92,5
TXN-50436,2026-02-03,Singapore,Books,1,22.23,5
TXN-50437,2026-02-03,Berlin,Fashion,3,251.88,4
TXN-50438,2026-02-03,Tokyo,Home & Kitchen,3,302.69,4
TXN-50439,2026-02-03,London,Home & Kitchen,5,427.67,5
TXN-50440,2026-02-03,Berlin,Groceries,4,134.08,3
TXN-50441,2026-02-03,Berlin,Groceries,3,101.58,4
TXN-50442,2026-02-03,Singapore,Groceries,2,77.5,4
TXN-50443,2026-02-03,Tokyo,Groceries,3,112.16,5
TXN-50444,2026-02-03,London,Groceries,1,37.52,5
TXN-50445,2026-02-04,London,Books,2,39.49,4
TXN-50446,2026-02-04,London,Electronics,4,1096.79,5
TXN-50447,2026-02-04,San Francisco,Books,2,45.94,4
TXN-50448,2026-02-04,Singapore,Home & Kitchen,3,240.0,5
TXN-50449,2026-02-04,San Francisco,Home & Kitchen,2,155.59,5
TXN-50450,2026-02-04,Singapore,Fashion,2,128.2,4
TXN-50451,2026-02-04,Singapore,Groceries,4,130.22,3
TXN-50452,2026-02-04,Berlin,Electronics,2,511.04,4
TXN-50453,2026-02-04,Singapore,Books,2,45.07,4
TXN-50454,2026-02-04,London,Groceries,1,41.03,3
TXN-50455,2026-02-04,San Francisco,Home & Kitchen,5,476.68,3
TXN-50456,2026-02-04,Tokyo,Fashion,2,165.22,3
TXN-50457,2026-02-04,Tokyo,Books,2,47.24,4
TXN-50458,2026-02-04,New York,Electronics,3,802.79,3
TXN-50459,2026-02-05,Tokyo,Groceries,5,185.03,3
TXN-50460,2026-02-05,Tokyo,Home & Kitchen,3,244.25,3
TXN-50461,2026-02-05,San Francisco,Groceries,4,153.23,5
TXN-50462,2026-02-05,New York,Fashion,3,238.82,5
TXN-50463,2026-02-05,San Francisco,Fashion,5,404.9,4
TXN-50464,2026-02-05,Berlin,Books,3,55.56,5
TXN-50465,2026-02-05,San Francisco,Electronics,2,521.62,3
TXN-50466,2026-02-05,London,Electronics,4,970.66,4
TXN-50467,2026-02-05,London,Groceries,5,195.45,3
TXN-50468,2026-02-05,Singapore,Groceries,3,116.32,3
TXN-50469,2026-02-05,Tokyo,Electronics,3,710.94,5
TXN-50470,2026-02-05,Singapore,Home & Kitchen,3,282.31,5
TXN-50471,2026-02-05,London,Groceries,5,169.09,3
TXN-50472,2026-02-06,Tokyo,Fashion,5,354.23,5
TXN-50473,2026-02-06,Tokyo,Home & Kitchen,5,484.75,3
TXN-50474,2026-02-06,Singapore,Fashion,5,406.68,3
TXN-50475,2026-02-06,Tokyo,Home & Kitchen,5,472.23,3
TXN-50476,2026-02-06,New York,Home & Kitchen,1,97.63,5
TXN-50477,2026-02-06,Berlin,Fashion,5,330.73,4
TXN-50478,2026-02-06,Tokyo,Home & Kitchen,1,93.85,5
TXN-50479,2026-02-06,Tokyo,Home & Kitchen,1,99.42,4
TXN-50480,2026-02-06,Tokyo,Electronics,2,526.99,4
TXN-50481,2026-02-06,New York,Home & Kitchen,5,441.45,4
TXN-50482,2026-02-06,Tokyo,Electronics,3,858.7,5
TXN-50483,2026-02-06,Berlin,Fashion,1,63.95,4
TXN-50484,2026-02-06,Berlin,Electronics,1,295.09,3
TXN-50485,2026-02-06,New York,Books,3,61.36,3
TXN-50486,2026-02-06,London,Books,4,82.76,4
TXN-50487,2026-02-07,Singapore,Electronics,5,1174.87,4
TXN-50488,2026-02-07,San Francisco,Electronics,5,1272.4,3
TXN-50489,2026-02-07,New York,Fashion,1,83.55,4
TXN-50490,2026-02-07,Tokyo,Home & Kitchen,5,430.86,3
TXN-50491,2026-02-07,Tokyo,Fashion,3,198.77,3
TXN-50492,2026-02-07,New York,Electronics,4,1084.48,3
TXN-50493,2026-02-07,San Francisco,Fashion,1,65.12,3
TXN-50494,2026-02-07,Berlin,Books,1,19.47,3
TXN-50495,2026-02-07,Tokyo,Books,2,42.48,3
TXN-50496,2026-02-07,Berlin,Fashion,3,203.75,5
TXN-50497,2026-02-07,London,Home & Kitchen,5,458.73,5
TXN-50498,2026-02-07,San Francisco,Groceries,3,122.1,5
TXN-50499,2026-02-07,San Francisco,Home & Kitchen,4,336.65,3
TXN-50500,2026-02-07,Berlin,Home & Kitchen,2,184.93,4
TXN-50501,2026-02-08,New York,Books,3,70.95,5
TXN-50502,2026-02-08,Berlin,Books,3,66.53,4
TXN-50503,2026-02-08,London,Fashion,4,267.45,5
TXN-50504,2026-02-08,San Francisco,Books,2,39.61,5
TXN-50505,2026-02-08,Tokyo,Fashion,1,74.81,4
TXN-50506,2026-02-08,Berlin,Home & Kitchen,2,172.81,4
TXN-50507,2026-02-08,London,Fashion,1,82.37,4
TXN-50508,2026-02-08,Berlin,Electronics,2,457.73,4
TXN-50509,2026-02-08,Berlin,Home & Kitchen,1,98.78,3
TXN-50510,2026-02-08,Singapore,Home & Kitchen,5,410.17,3
TXN-50511,2026-02-08,London,Groceries,1,33.72,3
TXN-50512,2026-02-08,Singapore,Electronics,4,1174.33,5
TXN-50513,2026-02-08,Singapore,Home & Kitchen,2,173.23,3
TXN-50514,2026-02-08,London,Home & Kitchen,3,258.62,5
TXN-50515,2026-02-08,London,Groceries,3,105.83,4
TXN-50516,2026-02-08,New York,Books,4,90.28,4
TXN-50517,2026-02-09,London,Groceries,4,127.92,3
TXN-50518,2026-02-09,New York,Fashion,3,223.86,5
TXN-50519,2026-02-09,Singapore,Home & Kitchen,4,336.11,3
TXN-50520,2026-02-09,San Francisco,Groceries,4,149.93,3
TXN-50521,2026-02-09,Berlin,Books,3,58.63,4
TXN-50522,2026-02-09,Tokyo,Books,2,44.79,4
TXN-50523,2026-02-09,San Francisco,Fashion,5,366.27,5
TXN-50524,2026-02-09,Berlin,Electronics,1,287.93,3
TXN-50525,2026-02-09,New York,Electronics,4,941.25,5
TXN-50526,2026-02-09,New York,Fashion,2,126.38,5
TXN-50527,2026-02-09,London,Books,1,21.71,5
TXN-50528,2026-02-10,Singapore,Books,4,72.38,5
TXN-50529,2026-02-10,Tokyo,Home & Kitchen,1,76.93,5
TXN-50530,2026-02-10,Berlin,Groceries,3,95.04,5
TXN-50531,2026-02-10,San Francisco,Books,1,23.51,5
TXN-50532,2026-02-10,San Francisco,Fashion,2,152.03,4
TXN-50533,2026-02-10,London,Groceries,4,129.32,4
TXN-50534,2026-02-10,Berlin,Books,2,47.88,3
TXN-50535,2026-02-10,Singapore,Groceries,1,38.36,5
TXN-50536,2026-02-10,New York,Electronics,4,1013.78,5
TXN-50537,2026-02-10,New York,Books,1,22.22,3
TXN-50538,2026-02-10,Tokyo,Books,3,64.19,3
TXN-50539,2026-02-10,New York,Home & Kitchen,2,163.78,5
TXN-50540,2026-02-10,Tokyo,Home & Kitchen,3,233.06,3
TXN-50541,2026-02-10,Berlin,Groceries,5,192.05,3
TXN-50542,2026-02-10,New York,Groceries,2,75.33,5
TXN-50543,2026-02-10,New York,Books,3,56.92,3
TXN-50544,2026-02-10,Tokyo,Home & Kitchen,5,424.8,5
TXN-50545,2026-02-11,Berlin,Electronics,3,687.08,4
TXN-50546,2026-02-11,New York,Fashion,3,227.13,5
TXN-50547,2026-02-11,Tokyo,Home & Kitchen,3,231.77,4
TXN-50548,2026-02-11,Tokyo,Books,2,40.27,4
TXN-50549,2026-02-11,San Francisco,Books,5,109.82,3
TXN-50550,2026-02-11,London,Home & Kitchen,2,189.37,3
TXN-50551,2026-02-11,San Francisco,Groceries,4,155.89,5
TXN-50552,2026-02-11,Singapore,Fashion,4,278.6,3
TXN-50553,2026-02-11,New York,Electronics,3,775.07,4
TXN-50554,2026-02-11,San Francisco,Electronics,1,239.05,4
TXN-50555,2026-02-12,Berlin,Home & Kitchen,4,316.54,3
TXN-50556,2026-02-12,Berlin,Groceries,1,37.77,4
TXN-50557,2026-02-12,New York,Books,3,61.45,3
TXN-50558,2026-02-12,San Francisco,Home & Kitchen,5,448.94,5
TXN-50559,2026-02-12,San Francisco,Books,2,39.23,4
TXN-50560,2026-02-12,San Francisco,Books,1,19.0,4
TXN-50561,2026-02-12,London,Books,4,90.78,4
TXN-50562,2026-02-12,San Francisco,Groceries,4,150.94,3
TXN-50563,2026-02-12,New York,Books,2,39.66,4
TXN-50564,2026-02-12,Berlin,Groceries,4,159.77,4
TXN-50565,2026-02-12,London,Books,4,91.57,5
TXN-50566,2026-02-12,San Francisco,Home & Kitchen,3,254.03,5
TXN-50567,2026-02-12,Tokyo,Fashion,3,200.19,4
TXN-50568,2026-02-12,London,Groceries,4,166.65,3
TXN-50569,2026-02-12,Tokyo,Groceries,3,120.22,4
TXN-50570,2026-02-12,New York,Groceries,5,167.99,5
TXN-50571,2026-02-13,New York,Home & Kitchen,4,402.18,3
TXN-50572,2026-02-13,London,Books,1,22.91,4
TXN-50573,2026-02-13,San Francisco,Books,3,58.36,5
TXN-50574,2026-02-13,Singapore,Fashion,4,318.28,3
TXN-50575,2026-02-13,Berlin,Books,4,85.97,5
TXN-50576,2026-02-13,Singapore,Home & Kitchen,4,361.45,4
TXN-50577,2026-02-13,Berlin,Home & Kitchen,1,79.29,3
TXN-50578,2026-02-13,San Francisco,Groceries,5,159.83,5
TXN-50579,2026-02-13,London,Books,4,74.54,3
TXN-50580,2026-02-13,San Francisco,Groceries,5,196.71,5
TXN-50581,2026-02-14,San Francisco,Home & Kitchen,4,344.16,4
TXN-50582,2026-02-14,Singapore,Home & Kitchen,5,401.72,3
TXN-50583,2026-02-14,New York,Books,3,61.49,3
TXN-50584,2026-02-14,Singapore,Electronics,2,502.25,4
TXN-50585,2026-02-14,San Francisco,Books,5,104.49,4
TXN-50586,2026-02-14,Tokyo,Electronics,4,995.67,4
TXN-50587,2026-02-14,Singapore,Electronics,1,226.69,4
TXN-50588,2026-02-14,Singapore,Electronics,2,589.49,5
TXN-50589,2026-02-14,Berlin,Fashion,2,149.18,4
TXN-50590,2026-02-14,Tokyo,Home & Kitchen,4,329.65,4
TXN-50591,2026-02-14,San Francisco,Fashion,4,285.23,5
TXN-50592,2026-02-14,San Francisco,Home & Kitchen,4,366.4,4
TXN-50593,2026-02-14,Singapore,Electronics,2,480.87,5
TXN-50594,2026-02-14,Berlin,Electronics,1,284.96,5
TXN-50595,2026-02-14,London,Fashion,3,201.42,3
TXN-50596,2026-02-14,Singapore,Groceries,4,148.16,5
TXN-50597,2026-02-14,Berlin,Groceries,4,151.67,5
TXN-50598,2026-02-15,London,Groceries,4,151.93,5
TXN-50599,2026-02-15,Berlin,Groceries,5,161.95,3
TXN-50600,2026-02-15,New York,Groceries,2,69.41,3
TXN-50601,2026-02-15,Singapore,Groceries,2,73.73,4
TXN-50602,2026-02-15,San Francisco,Home & Kitchen,5,431.42,3
TXN-50603,2026-02-15,Singapore,Books,5,110.8,5
TXN-50604,2026-02-15,Berlin,Fashion,2,146.56,3
TXN-50605,2026-02-15,London,Fashion,4,304.03,4
TXN-50606,2026-02-15,Tokyo,Electronics,2,479.27,4
TXN-50607,2026-02-16,Singapore,Home & Kitchen,4,347.73,4
TXN-50608,2026-02-16,Singapore,Books,4,83.73,3
TXN-50609,2026-02-16,New York,Home & Kitchen,2,167.9,4
TXN-50610,2026-02-16,Berlin,Fashion,3,199.6,4
TXN-50611,2026-02-16,Singapore,Home & Kitchen,4,362.07,3
TXN-50612,2026-02-16,New York,Home & Kitchen,3,288.8,4
TXN-50613,2026-02-16,New York,Home & Kitchen,4,361.73,4
TXN-50614,2026-02-16,Singapore,Electronics,2,494.66,3
TXN-50615,2026-02-16,London,Books,3,69.52,3
TXN-50616,2026-02-16,New York,Books,2,38.52,5
TXN-50617,2026-02-16,Singapore,Home & Kitchen,3,295.37,5
TXN-50618,2026-02-16,San Francisco,Books,5,94.18,3
TXN-50619,2026-02-16,New York,Fashion,5,351.84,4
TXN-50620,2026-02-16,Berlin,Home & Kitchen,2,169.51,5
TXN-50621,2026-02-16,London,Groceries,5,171.54,5
TXN-50622,2026-02-16,San Francisco,Electronics,4,1175.63,4
TXN-50623,2026-02-17,Singapore,Fashion,2,136.49,5
TXN-50624,2026-02-17,San Francisco,Groceries,4,146.56,5
TXN-50625,2026-02-17,Singapore,Groceries,4,141.76,3
TXN-50626,2026-02-17,Tokyo,Electronics,5,1406.18,5
TXN-50627,2026-02-17,Tokyo,Groceries,4,139.75,3
TXN-50628,2026-02-17,Singapore,Electronics,4,1090.45,5
TXN-50629,2026-02-17,New York,Groceries,5,178.38,4
TXN-50630,2026-02-17,Tokyo,Fashion,3,209.34,4
TXN-50631,2026-02-17,Berlin,Groceries,5,164.36,4
TXN-50632,2026-02-17,Singapore,Groceries,1,31.98,5
TXN-50633,2026-02-17,New York,Books,1,23.58,3
TXN-50634,2026-02-17,Tokyo,Books,1,23.95,4
TXN-50635,2026-02-17,Singapore,Fashion,2,163.05,4
TXN-50636,2026-02-17,London,Fashion,1,76.75,4
TXN-50637,2026-02-17,London,Electronics,2,457.77,5
TXN-50638,2026-02-17,Singapore,Groceries,2,72.01,3
TXN-50639,2026-02-17,New York,Electronics,2,521.52,3
TXN-50640,2026-02-17,San Francisco,Home & Kitchen,5,469.2,3
TXN-50641,2026-02-18,New York,Groceries,4,155.15,4
TXN-50642,2026-02-18,San Francisco,Electronics,4,926.8,3
TXN-50643,2026-02-18,London,Electronics,3,873.22,3
TXN-50644,2026-02-18,San Francisco,Books,2,36.82,5
TXN-50645,2026-02-18,Berlin,Electronics,2,516.01,5
TXN-50646,2026-02-18,Singapore,Fashion,2,164.64,5
TXN-50647,2026-02-18,San Francisco,Books,1,23.38,3
TXN-50648,2026-02-18,Berlin,Electronics,4,1005.46,4
TXN-50649,2026-02-19,San Francisco,Fashion,3,229.61,3
TXN-50650,2026-02-19,Berlin,Home & Kitchen,5,474.45,4
TXN-50651,2026-02-19,Singapore,Electronics,3,721.23,5
TXN-50652,2026-02-19,San Francisco,Home & Kitchen,4,336.15,3
TXN-50653,2026-02-19,Tokyo,Fashion,4,261.47,4
TXN-50654,2026-02-19,New York,Home & Kitchen,5,495.81,3
TXN-50655,2026-02-19,London,Groceries,2,71.12,5
TXN-50656,2026-02-19,London,Books,5,110.49,4
TXN-50657,2026-02-19,New York,Electronics,5,1150.32,4
TXN-50658,2026-02-19,New York,Fashion,1,82.92,4
TXN-50659,2026-02-19,London,Home & Kitchen,5,480.31,4
TXN-50660,2026-02-19,New York,Books,5,106.13,3
TXN-50661,2026-02-19,New York,Groceries,3,96.99,3
TXN-50662,2026-02-20,Berlin,Fashion,3,213.62,5
TXN-50663,2026-02-20,London,Electronics,4,1118.99,3
TXN-50664,2026-02-20,San Francisco,Electronics,1,294.35,3
TXN-50665,2026-02-20,Berlin,Books,5,91.65,5
TXN-50666,2026-02-20,New York,Fashion,1,77.87,5
TXN-50667,2026-02-20,San Francisco,Electronics,4,1185.9,5
TXN-50668,2026-02-20,Singapore,Home & Kitchen,3,242.27,3
TXN-50669,2026-02-20,Singapore,Groceries,1,39.6,3
TXN-50670,2026-02-20,Tokyo,Groceries,3,111.0,4
TXN-50671,2026-02-20,Singapore,Home & Kitchen,1,89.15,5
TXN-50672,2026-02-20,New York,Groceries,4,162.09,3
TXN-50673,2026-02-20,San Francisco,Groceries,3,118.86,5
TXN-50674,2026-02-20,San Francisco,Electronics,5,1125.96,3
TXN-50675,2026-02-20,New York,Fashion,4,282.57,3
TXN-50676,2026-02-20,New York,Fashion,5,399.33,5
TXN-50677,2026-02-20,San Francisco,Books,3,58.47,5
TXN-50678,2026-02-20,London,Groceries,1,37.5,3
TXN-50679,2026-02-20,Singapore,Home & Kitchen,1,81.07,5
TXN-50680,2026-02-20,Tokyo,Electronics,1,290.77,4
TXN-50681,2026-02-20,London,Groceries,1,37.31,3
TXN-50682,2026-02-21,London,Fashion,5,397.37,5
TXN-50683,2026-02-21,San Francisco,Home & Kitchen,4,343.56,4
TXN-50684,2026-02-21,Singapore,Fashion,5,394.85,3
TXN-50685,2026-02-21,New York,Fashion,4,254.01,5
TXN-50686,2026-02-21,Singapore,Groceries,1,41.49,3
TXN-50687,2026-02-21,Singapore,Books,3,55.87,5
TXN-50688,2026-02-21,Tokyo,Fashion,4,332.74,3
TXN-50689,2026-02-21,New York,Groceries,1,41.17,5
TXN-50690,2026-02-21,Singapore,Books,3,62.25,5
TXN-50691,2026-02-21,Berlin,Electronics,1,262.91,5
TXN-50692,2026-02-21,New York,Books,5,107.03,4
TXN-50693,2026-02-21,San Francisco,Fashion,3,205.44,4
TXN-50694,2026-02-21,Singapore,Books,3,59.73,4
TXN-50695,2026-02-22,San Francisco,Electronics,2,566.99,5
TXN-50696,2026-02-22,San Francisco,Electronics,1,237.33,4
TXN-50697,2026-02-22,Tokyo,Groceries,1,37.13,3
TXN-50698,2026-02-22,London,Books,4,78.36,3
TXN-50699,2026-02-22,San Francisco,Electronics,3,860.94,5
TXN-50700,2026-02-22,New York,Home & Kitchen,2,195.63,4
TXN-50701,2026-02-22,New York,Fashion,2,166.67,4
TXN-50702,2026-02-22,New York,Home & Kitchen,3,249.4,3
TXN-50703,2026-02-22,Tokyo,Electronics,4,1066.79,5
TXN-50704,2026-02-22,New York,Fashion,4,260.56,3
TXN-50705,2026-02-22,New York,Electronics,1,287.28,3
TXN-50706,2026-02-23,Tokyo,Fashion,3,232.24,5
TXN-50707,2026-02-23,Berlin,Electronics,5,1222.06,3
TXN-50708,2026-02-23,New York,Electronics,2,585.37,4
TXN-50709,2026-02-23,New York,Fashion,3,196.72,4
TXN-50710,2026-02-23,San Francisco,Electronics,5,1287.43,5
TXN-50711,2026-02-23,Tokyo,Books,1,20.3,4
TXN-50712,2026-02-23,London,Fashion,2,164.15,4
TXN-50713,2026-02-23,Tokyo,Groceries,2,63.73,5
TXN-50714,2026-02-23,San Francisco,Home & Kitchen,3,267.67,5
TXN-50715,2026-02-23,New York,Books,1,19.68,3
TXN-50716,2026-02-24,Singapore,Fashion,5,341.16,5
TXN-50717,2026-02-24,Tokyo,Electronics,3,782.93,4
TXN-50718,2026-02-24,Berlin,Groceries,5,174.38,4
TXN-50719,2026-02-24,New York,Fashion,3,226.62,3
TXN-50720,2026-02-24,New York,Groceries,4,148.24,5
TXN-50721,2026-02-24,San Francisco,Fashion,1,68.2,3
TXN-50722,2026-02-24,Berlin,Groceries,1,39.52,3
TXN-50723,2026-02-24,Tokyo,Home & Kitchen,3,301.04,3
TXN-50724,2026-02-24,San Francisco,Fashion,5,348.39,5
TXN-50725,2026-02-24,Berlin,Groceries,1,38.89,4
TXN-50726,2026-02-24,Berlin,Home & Kitchen,2,181.72,3
TXN-50727,2026-02-24,Berlin,Books,3,57.16,3
TXN-50728,2026-02-24,New York,Electronics,2,540.25,3
TXN-50729,2026-02-24,Tokyo,Home & Kitchen,1,84.96,5
TXN-50730,2026-02-25,London,Fashion,2,164.59,4
TXN-50731,2026-02-25,New York,Electronics,2,537.99,3
TXN-50732,2026-02-25,Berlin,Electronics,3,891.13,4
TXN-50733,2026-02-25,Berlin,Books,1,20.02,4
TXN-50734,2026-02-25,San Francisco,Fashion,4,318.51,4
TXN-50735,2026-02-25,San Francisco,Groceries,5,193.91,5
TXN-50736,2026-02-25,San Francisco,Groceries,5,200.26,4
TXN-50737,2026-02-25,Singapore,Groceries,3,98.51,5
TXN-50738,2026-02-25,Singapore,Electronics,5,1271.85,5
TXN-50739,2026-02-25,San Francisco,Electronics,5,1244.33,5
TXN-50740,2026-02-25,Singapore,Fashion,5,325.93,4
TXN-50741,2026-02-26,Singapore,Groceries,1,34.0,4
TXN-50742,2026-02-26,Singapore,Fashion,1,80.25,5
TXN-50743,2026-02-26,Tokyo,Groceries,1,34.28,3
TXN-50744,2026-02-26,London,Electronics,3,852.08,5
TXN-50745,2026-02-26,New York,Electronics,4,1031.47,4
TXN-50746,2026-02-26,Tokyo,Fashion,4,326.07,4
TXN-50747,2026-02-26,Tokyo,Home & Kitchen,1,97.63,5
TXN-50748,2026-02-26,San Francisco,Fashion,4,258.19,3
TXN-50749,2026-02-26,New York,Groceries,3,102.73,3
TXN-50750,2026-02-26,London,Electronics,2,583.19,3
TXN-50751,2026-02-27,Berlin,Electronics,1,250.35,5
TXN-50752,2026-02-27,Singapore,Books,1,20.59,5
TXN-50753,2026-02-27,Berlin,Fashion,4,265.2,3
TXN-50754,2026-02-27,San Francisco,Groceries,2,71.59,5
TXN-50755,2026-02-27,London,Home & Kitchen,3,252.25,3
TXN-50756,2026-02-27,Tokyo,Electronics,5,1331.12,4
TXN-50757,2026-02-27,New York,Fashion,3,189.24,3
TXN-50758,2026-02-27,Singapore,Groceries,5,182.72,3
TXN-50759,2026-02-27,San Francisco,Electronics,2,545.73,3
TXN-50760,2026-02-27,New York,Books,3,68.13,4
TXN-50761,2026-02-27,Singapore,Books,3,55.64,5
TXN-50762,2026-02-27,San Francisco,Books,3,69.94,4
TXN-50763,2026-02-27,Tokyo,Fashion,1,68.53,4
TXN-50764,2026-02-27,San Francisco,Groceries,3,112.27,3
TXN-50765,2026-02-27,New York,Electronics,3,856.84,4
TXN-50766,2026-02-27,San Francisco,Home & Kitchen,5,390.28,4
TXN-50767,2026-02-27,Tokyo,Home & Kitchen,5,470.1,4
TXN-50768,2026-02-27,San Francisco,Home & Kitchen,4,336.48,4
TXN-50769,2026-02-27,Berlin,Electronics,5,1462.67,5
TXN-50770,2026-02-28,San Francisco,Home & Kitchen,1,100.71,4
TXN-50771,2026-02-28,San Francisco,Fashion,2,159.96,3
TXN-50772,2026-02-28,Tokyo,Electronics,1,299.12,4
TXN-50773,2026-02-28,Singapore,Fashion,2,161.03,4
TXN-50774,2026-02-28,Singapore,Groceries,1,32.41,5
TXN-50775,2026-02-28,Berlin,Books,3,69.42,5
TXN-50776,2026-02-28,New York,Books,5,107.63,4
TXN-50777,2026-02-28,Tokyo,Electronics,2,472.23,5
TXN-50778,2026-02-28,New York,Home & Kitchen,1,90.85,3
TXN-50779,2026-02-28,Berlin,Groceries,3,122.15,4
TXN-50780,2026-02-28,Singapore,Books,4,85.73,4
TXN-50781,2026-02-28,San Francisco,Electronics,3,765.67,5
TXN-50782,2026-02-28,Singapore,Home & Kitchen,4,309.96,4
TXN-50783,2026-02-28,New York,Fashion,4,329.35,4
TXN-50784,2026-02-28,London,Electronics,3,744.96,4
TXN-50785,2026-02-28,San Francisco,Electronics,2,495.07,5
TXN-50786,2026-02-28,London,Books,3,67.12,5
TXN-50787,2026-02-28,San Francisco,Electronics,4,963.42,4
TXN-50788,2026-03-01,Berlin,Books,3,68.78,5
TXN-50789,2026-03-01,New York,Fashion,3,233.7,4
TXN-50790,2026-03-01,Berlin,Fashion,5,318.04,3
TXN-50791,2026-03-01,New York,Fashion,2,127.39,3
TXN-50792,2026-03-01,Singapore,Groceries,2,68.75,4
TXN-50793,2026-03-01,Tokyo,Home & Kitchen,1,93.87,3
TXN-50794,2026-03-01,Tokyo,Groceries,5,180.92,4
TXN-50795,2026-03-01,Berlin,Home & Kitchen,3,255.84,4
TXN-50796,2026-03-01,London,Electronics,1,253.99,3
TXN-50797,2026-03-01,San Francisco,Home & Kitchen,2,186.02,5
TXN-50798,2026-03-01,London,Fashion,4,295.12,5
TXN-50799,2026-03-01,Tokyo,Electronics,2,547.11,5
TXN-50800,2026-03-01,San Francisco,Electronics,3,811.88,4
TXN-50801,2026-03-01,Tokyo,Groceries,4,161.77,4
TXN-50802,2026-03-01,San Francisco,Groceries,4,138.69,5
TXN-50803,2026-03-01,Tokyo,Home & Kitchen,5,395.54,5
TXN-50804,2026-03-01,Berlin,Groceries,5,189.48,4
TXN-50805,2026-03-01,Tokyo,Electronics,1,250.22,4
TXN-50806,2026-03-01,London,Groceries,3,115.17,5
TXN-50807,2026-03-02,San Francisco,Fashion,5,395.37,3
TXN-50808,2026-03-02,Tokyo,Home & Kitchen,3,281.58,5
TXN-50809,2026-03-02,Singapore,Electronics,4,1199.24,4
TXN-50810,2026-03-02,Tokyo,Books,4,89.68,5
TXN-50811,2026-03-02,San Francisco,Home & Kitchen,3,285.08,3
TXN-50812,2026-03-02,Singapore,Home & Kitchen,4,398.47,5
TXN-50813,2026-03-02,Berlin,Groceries,3,121.13,5
TXN-50814,2026-03-02,San Francisco,Home & Kitchen,3,236.97,3
TXN-50815,2026-03-02,Singapore,Groceries,5,197.55,3
TXN-50816,2026-03-02,Singapore,Groceries,1,33.83,3
TXN-50817,2026-03-02,Tokyo,Groceries,3,106.21,5
TXN-50818,2026-03-02,Tokyo,Groceries,1,36.44,5
TXN-50819,2026-03-03,Berlin,Home & Kitchen,1,88.54,3
TXN-50820,2026-03-03,New York,Home & Kitchen,4,360.04,4
TXN-50821,2026-03-03,San Francisco,Electronics,2,598.85,4
TXN-50822,2026-03-03,Berlin,Books,4,75.44,5
TXN-50823,2026-03-03,New York,Fashion,4,279.94,3
TXN-50824,2026-03-03,Singapore,Groceries,1,31.55,4
TXN-50825,2026-03-03,San Francisco,Fashion,5,395.27,4
TXN-50826,2026-03-03,San Francisco,Electronics,5,1287.64,4
TXN-50827,2026-03-03,Tokyo,Books,4,81.2,3
TXN-50828,2026-03-03,San Francisco,Home & Kitchen,3,302.18,4
TXN-50829,2026-03-03,San Francisco,Home & Kitchen,1,93.76,5
TXN-50830,2026-03-03,San Francisco,Fashion,3,208.66,3
TXN-50831,2026-03-03,Berlin,Books,5,99.18,3
TXN-50832,2026-03-03,London,Electronics,3,777.58,5
TXN-50833,2026-03-03,Berlin,Home & Kitchen,3,262.68,5
TXN-50834,2026-03-03,London,Fashion,4,282.18,3
TXN-50835,2026-03-03,Tokyo,Fashion,1,67.8,5
TXN-50836,2026-03-04,Singapore,Fashion,1,75.38,3
TXN-50837,2026-03-04,London,Electronics,1,253.14,5
TXN-50838,2026-03-04,Berlin,Groceries,5,160.05,3
TXN-50839,2026-03-04,Singapore,Electronics,1,228.62,3
TXN-50840,2026-03-04,Tokyo,Books,4,74.97,4
TXN-50841,2026-03-04,Singapore,Books,2,38.47,5
TXN-50842,2026-03-04,London,Electronics,4,1098.5,5
TXN-50843,2026-03-04,London,Home & Kitchen,5,459.72,3
TXN-50844,2026-03-04,New York,Books,5,111.56,3
TXN-50845,2026-03-04,New York,Groceries,1,36.73,5
TXN-50846,2026-03-05,Berlin,Groceries,2,70.52,4
TXN-50847,2026-03-05,San Francisco,Groceries,1,37.26,3
TXN-50848,2026-03-05,London,Books,2,36.03,5
TXN-50849,2026-03-05,New York,Electronics,5,1375.88,3
TXN-50850,2026-03-05,Berlin,Electronics,1,279.27,3
TXN-50851,2026-03-05,Singapore,Groceries,2,72.59,4
TXN-50852,2026-03-05,Tokyo,Groceries,1,32.55,3
TXN-50853,2026-03-05,London,Electronics,3,855.36,4
TXN-50854,2026-03-05,Singapore,Books,1,18.57,3
TXN-50855,2026-03-05,San Francisco,Electronics,2,499.3,4
TXN-50856,2026-03-05,London,Home & Kitchen,1,86.0,4
TXN-50857,2026-03-06,Tokyo,Electronics,4,1188.69,4
TXN-50858,2026-03-06,Singapore,Books,4,91.2,5
TXN-50859,2026-03-06,New York,Fashion,2,155.24,3
TXN-50860,2026-03-06,New York,Fashion,4,328.54,4
TXN-50861,2026-03-06,Singapore,Home & Kitchen,4,324.49,4
TXN-50862,2026-03-06,Berlin,Groceries,1,40.56,5
TXN-50863,2026-03-06,Tokyo,Fashion,4,261.49,4
TXN-50864,2026-03-06,New York,Books,1,19.57,4
TXN-50865,2026-03-06,Singapore,Electronics,5,1412.82,5
TXN-50866,2026-03-06,San Francisco,Home & Kitchen,3,269.21,5
TXN-50867,2026-03-07,New York,Home & Kitchen,4,373.49,3
TXN-50868,2026-03-07,London,Books,4,75.57,5
TXN-50869,2026-03-07,New York,Home & Kitchen,1,92.91,3
